Article_No,Category,Product_Name,Material,Specifications,Application,Source_Page
0300-3025,Containers,Round bottles with snap closure                                            Tall-form bottles,"LDPE, PP",1 Dropper cap ﬁts for thread dia. 25 mm Code N3,,173
0308-1000,Containers,Round bottles with snap closure                                            Tall-form bottles,"LDPE, PP",1000               221                  25 Code N3,,173
0300-3028,Containers,Round bottles with snap closure                                            Tall-form bottles,"LDPE, PP",1 Dropper cap ﬁts for thread dia. 28 mm Code N3,,173
0303-0010,Containers,Narrow-necked bio-bottles PE,"LDPE, PE",10                          26                  47                   9                     14 Code N3,,175
0303-0020,Containers,Narrow-necked bio-bottles PE,"LDPE, PE",20                          32                  58                   9                     14 Code N3,,175
0303-0050,Containers,Narrow-necked bio-bottles PE,"LDPE, PE",50                          40                  86                   13                    18 Code N3,,175
0303-0100,Containers,Narrow-necked bio-bottles PE,"LDPE, PE",100                         45                  106                  13                    18 Code N3,,175
0303-0250,Containers,Narrow-necked bio-bottles PE,"LDPE, PE",250                         60                  140                  18                    25 Code N3,,175
0303-0500,Containers,Narrow-necked bio-bottles PE,"LDPE, PE",500                         75                  173                  18                    25 Code N3,,175
0303-1000,Containers,Narrow-necked bio-bottles PE,"LDPE, PE",1000                        95                  213                  21                    28 Code N3,,175
0300-3018,Containers,"Narrow-necked square bottle                                                     Narrow-necked square bottle, screw cap",,Dropper cap ﬁts for thread dia. 18 mm Code N3,,176
0300-3025,Containers,"Narrow-necked square bottle                                                     Narrow-necked square bottle, screw cap",,Dropper cap ﬁts for thread dia. 25 mm Code N3,,176
0370-0125,Containers,Laboratory bottle PET sterile                                                         UN-Bottle,PTFE,125            53 x 53          105               32 Code N3,,177
